country,country_code,Year,unemployment_rate,GDP,region,Population
Greece,GRC,2021,14.656,8.65449786,Europe,10569207
Guatemala,GTM,2021,2.174,8.041703837,North America,17598650
Guam,GUM,2021,5.991,2.058183257,Oceania,163730
Guyana,GUY,2021,14.557,20.05999756,Oceania,815482
High income,HIC,2021,5.560637186,5.843371454,Other,1391839631
"Hong Kong SAR, China",HKG,2021,5.174,6.454424733,Asia,7413100
Honduras,HND,2021,8.506,12.56528438,North America,10289877
Heavily indebted poor countries (HIPC),HPC,2021,4.990254516,4.241882915,Other,870930036
Croatia,HRV,2021,7.608,12.63170033,Europe,3878981
Haiti,HTI,2021,15.28,-1.798239889,North America,11374586
Hungary,HUN,2021,4.045,7.222915808,Europe,9630932
IBRD only,IBD,2021,6.339003291,7.624248969,Other,4905534420
IDA & IBRD total,IBT,2021,6.171750281,7.384404843,Other,6732972939
IDA total,IDA,2021,5.630881022,4.451726221,Asia,1827438519
IDA blend,IDB,2021,5.830786587,5.264579167,Asia,639196319
Indonesia,IDN,2021,3.827,3.702885628,Asia,276758053
IDA only,IDX,2021,5.517774929,3.672506495,Asia,1188242200
India,IND,2021,6.38,9.689592492,Asia,1414203896
Ireland,IRL,2021,6.364,16.25561352,Asia,5110585
"Iran, Islamic Rep.",IRN,2021,9.282,4.719777732,Asia,88455488
Iraq,IRQ,2021,16.173,1.50218071,Asia,43071211
Iceland,ISL,2021,6.029,5.033406131,Europe,372520
Israel,ISR,2021,4.812,9.388374034,Europe,9371400
Italy,ITA,2021,9.497,8.931062108,Europe,59133173
Jamaica,JAM,2021,5.188,4.6014245,Other,2837682
Jordan,JOR,2021,19.837,3.65564359,Asia,11066356
Japan,JPN,2021,2.828,2.696574042,Asia,125681593
Kazakhstan,KAZ,2021,5.546,4.299999997,Other,19743603
Kenya,KEN,2021,5.693,7.590489473,Africa,53219166
Kyrgyz Republic,KGZ,2021,4.096,5.507007627,Asia,6851224
Cambodia,KHM,2021,0.396,3.089842842,Asia,16974305
"Korea, Rep.",KOR,2021,3.639,4.304734819,Other,51769539
Kuwait,KWT,2021,3.002,1.672636896,Asia,4360865
Latin America & Caribbean (excluding high income),LAC,2021,9.180661029,6.870404453,Asia,581884231
Lao PDR,LAO,2021,2.066,2.528351005,Asia,7453194
Lebanon,LBN,2021,12.669,-7.001238625,Asia,5718122
Liberia,LBR,2021,3.845,4.986712835,Asia,5259323
Libya,LBY,2021,19.641,28.33346246,Asia,7135175
St. Lucia,LCA,2021,20.514,11.59878358,North America,178522
Latin America & Caribbean,LCN,2021,9.157520461,7.082073772,North America,649234493
Least developed countries: UN classification,LDC,2021,5.753024166,2.821341743,Other,1109175268
Low income,LIC,2021,6.148676793,1.267428941,Europe,576076618
Sri Lanka,LKA,2021,4.981,4.207476495,Asia,22156000
Lower middle income,LMC,2021,6.023665848,6.657983486,Other,3006243027
Low & middle income,LMY,2021,6.226029712,7.414215085,Other,6378645843
Lesotho,LSO,2021,18.23,2.26671067,Africa,2261542
Late-demographic dividend,LTE,2021,5.495153627,7.586253216,Europe,2320449542
Lithuania,LTU,2021,7.112,6.380016062,Europe,2808380
Luxembourg,LUX,2021,5.571,6.929734258,Europe,640064
Latvia,LVA,2021,7.513,6.942541731,Europe,1884490
"Macao SAR, China",MAC,2021,2.229,23.53589132,Africa,682500
Morocco,MAR,2021,10.576,8.154738898,Africa,36954442
Moldova,MDA,2021,0.785,13.92999979,Europe,2595809
Madagascar,MDG,2021,3.487,4.650683432,Europe,29691083
Maldives,MDV,2021,5.024,37.50787,Europe,516154
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2021,9.027122233,5.084887969,Europe,767578451
Mexico,MEX,2021,4.019,6.048483457,Europe,127648148
Middle income,MIC,2021,6.232037254,7.489763899,Other,5802569225
North Macedonia,MKD,2021,15.801,4.51067949,Europe,1837114
Mali,MLI,2021,3.966,3.100941244,Africa,22388630
Malta,MLT,2021,3.394,13.29978932,Africa,518150
Myanmar,MMR,2021,4.34,-12.01637248,Asia,53387102
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2021,9.717982295,4.468192981,Asia,704458802
Montenegro,MNE,2021,16.543,13.04346425,Asia,625053
Mongolia,MNG,2021,7.747,1.636769577,Asia,3383741
Mozambique,MOZ,2021,4.053,2.377435728,Asia,31707800
Mauritania,MRT,2021,11.144,0.742715395,Africa,4734874
Mauritius,MUS,2021,7.719,3.403798662,Africa,1266334
Malawi,MWI,2021,5.662,4.55829212,Africa,20047258
Malaysia,MYS,2021,4.64,3.315349544,Asia,34282399
North America,NAC,2021,5.5921098,6.046729566,Africa,370404272
Namibia,NAM,2021,20.922,3.603829192,Africa,2810548
New Caledonia,NCL,2021,11.54,-2.099999998,Oceania,285214
Niger,NER,2021,0.78,1.383596362,Africa,24502140
Nigeria,NGA,2021,5.45,3.647186541,Africa,218529286
Nicaragua,NIC,2021,6.118,10.45438948,North America,6644741
Netherlands,NLD,2021,4.209,6.276830671,Europe,17533044
Norway,NOR,2021,4.359,3.908686768,Europe,5408320
Nepal,NPL,2021,12.186,4.838149614,Asia,29475010
New Zealand,NZL,2021,3.776,4.535405657,Oceania,5111300
OECD members,OED,2021,6.193192458,5.957089674,Other,1371811773
Oman,OMN,2021,1.9,2.582174989,Asia,4500424
Other small states,OSS,2021,9.442126397,7.740056167,Other,12541889
Pakistan,PAK,2021,6.338,6.513885759,North America,239477801
Panama,PAN,2021,10.177,16.46712492,North America,4345405
Peru,PER,2021,5.097,13.36262409,South America,33155882
Philippines,PHL,2021,3.398,5.714733132,Asia,113100950
Papua New Guinea,PNG,2021,3.003,-0.511353419,Oceania,10012896
Poland,POL,2021,3.268,6.927182661,Other,36981559
Pre-demographic dividend,PRE,2021,5.823475559,3.187320497,North America,1024960313
Puerto Rico (US),PRI,2021,7.9,0.38522272,North America,3262711
"Korea, Dem. People's Rep.",PRK,2021,3,,North America,26232534
Portugal,PRT,2021,6.577,5.558757716,North America,10361831
Paraguay,PRY,2021,7.311,4.016737318,North America,6684182
West Bank and Gaza,PSE,2021,26.39,7.011982276,Asia,4922749
Pacific island small states,PSS,2021,3.183777288,-2.688869231,Asia,2625493
Post-demographic dividend,PST,2021,5.803617309,5.679215797,Asia,1116609473
French Polynesia,PYF,2021,12.531,2.094529907,South America,279792
Qatar,QAT,2021,0.14,1.626846719,Asia,2504910
Romania,ROU,2021,5.59,5.545709626,Europe,19122059
Russian Federation,RUS,2021,4.749,5.866491773,Europe,144746762
Rwanda,RWA,2021,15.775,10.85843202,Africa,13355260
South Asia,SAS,2021,6.314917441,9.246599597,Asia,1634785356
Saudi Arabia,SAU,2021,6.621,6.519596983,Asia,30784383
Sudan,SDN,2021,11.044,-1.868520483,Africa,48066924
Senegal,SEN,2021,3.44,6.5440011,Europe,17220867
Singapore,SGP,2021,4.64,9.756804463,Asia,5453566
Solomon Islands,SLB,2021,0.884,2.564349754,Africa,762591
Sierra Leone,SLE,2021,3.556,5.896852705,Africa,8094602
El Salvador,SLV,2021,4.327,11.9047617,Africa,6255782
"Somalia, Fed. Rep.",SOM,2021,19.662,3.458227929,Africa,17271431
Serbia,SRB,2021,9.843,7.949056505,South America,6834326
Sub-Saharan Africa (excluding high income),SSA,2021,7.34354022,4.244484535,Africa,1076774079
South Sudan,SSD,2021,14.029,,Africa,10865780
Sub-Saharan Africa,SSF,2021,6.987663396,4.314825749,Africa,1199011925
Small states,SST,2021,8.720825383,6.916227256,Africa,19646549
Sao Tome and Principe,STP,2021,9.6,1.899298913,Africa,221961
Suriname,SUR,2021,8.491,-2.435385836,Other,617896
Slovak Republic,SVK,2021,6.894,5.699592633,North America,5447247
Slovenia,SVN,2021,4.744,8.389651582,North America,2108079
Sweden,SWE,2021,8.722,5.937508589,Other,10415811
Eswatini,SWZ,2021,34.153,3.434968912,Other,1206593
Syrian Arab Republic,SYR,2021,14.877,1.854215901,Asia,21628839
Chad,TCD,2021,1.548,0.293979163,North America,17828273
East Asia & Pacific (IDA & IBRD countries),TEA,2021,4.139769791,7.719486073,Other,2102350702
Europe & Central Asia (IDA & IBRD countries),TEC,2021,6.833363079,7.480577145,Other,463426293
Togo,TGO,2021,2.333,5.990876104,Africa,8878379
Thailand,THA,2021,1.215,1.552166084,Asia,71727332
Tajikistan,TJK,2021,12.333,9.39999955,Asia,9966908
Turkmenistan,TKM,2021,4.459,6.200000017,Oceania,7092043
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,9.27350464,7.28007816,Asia,633862610
Timor-Leste,TLS,2021,2.344,5.315538537,Asia,1350139
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2021,9.613146268,4.449831577,Asia,699536053
Tonga,TON,2021,2.111,0.362604273,Oceania,105490
South Asia (IDA & IBRD),TSA,2021,6.314917441,9.246599597,Other,1634785356
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,6.987663396,4.314825749,Other,1199011925
Trinidad and Tobago,TTO,2021,4.446,-0.911992867,North America,1367558
Tunisia,TUN,2021,16.611,4.736320748,Other,12048622
Turkiye,TUR,2021,11.969,11.43939569,Other,84147318
Tanzania,TZA,2021,2.821,4.321384295,Africa,62830412
Uganda,UGA,2021,3.422,3.536580341,Africa,45910930
Ukraine,UKR,2021,9.834,3.445620659,Other,44298640
Upper middle income,UMC,2021,6.408266781,7.698365196,Oceania,2796326198
Uruguay,URY,2021,9.328,5.844273126,Other,3396695
United States,USA,2021,5.349,6.055052933,North America,332099760
Uzbekistan,UZB,2021,5.364,8.034683126,Asia,34243696
St. Vincent and the Grenadines,VCT,2021,20.341,2.093401245,North America,102841
"Venezuela, RB",VEN,2021,7.037,,South America,28237826
Virgin Islands (U.S.),VIR,2021,14.273,3.667607079,North America,105870
Viet Nam,VNM,2021,2.385,2.553728526,Asia,98935098
Vanuatu,VUT,2021,4.766,-1.552294891,Oceania,305868
Samoa,WSM,2021,6.612,-7.078830943,Oceania,213779
"Yemen, Rep.",YEM,2021,18.287,,Asia,37140230
South Africa,ZAF,2021,34.007,4.955032594,Africa,61502603
Zambia,ZMB,2021,5.199,6.234922047,Africa,19603607
Zimbabwe,ZWE,2021,9.54,8.468039169,Africa,15797210
Africa Eastern and Southern,AFE,2022,7.985202252,3.555768787,Asia,731821393
Afghanistan,AFG,2022,14.1,-6.240171992,Asia,40578842
Africa Western and Central,AFW,2022,3.658573181,3.974963545,Asia,497387180
Angola,AGO,2022,14.602,3.044726524,North America,35635029
Albania,ALB,2022,10.137,4.826696119,Europe,2777689
Arab World,ARB,2022,9.953570646,6.995413818,South America,471352066
United Arab Emirates,ARE,2022,2.872,7.509697035,South America,10074977
Argentina,ARG,2022,6.805,5.269879674,South America,45407904
Armenia,ARM,2022,13.379,12.6,South America,2969200
Australia,AUS,2022,3.728,4.242385553,Oceania,26014399
Austria,AUT,2022,4.992,5.277894485,Oceania,9041851
Azerbaijan,AZE,2022,5.65,4.714680379,Asia,10141756
Burundi,BDI,2022,0.915,1.848999439,Asia,13321097
Belgium,BEL,2022,5.57,4.259360737,Europe,11680210
Benin,BEN,2022,1.685,6.252947054,Europe,13759501
Burkina Faso,BFA,2022,5.389,1.497239741,Africa,22509038
Bangladesh,BGD,2022,4.593,7.099828776,Europe,169384897
Bulgaria,BGR,2022,4.268,4.038777583,Europe,6465097
Bahrain,BHR,2022,1.326,6.180161255,Asia,1524693
"Bahamas, The",BHS,2022,9.272,10.87745501,Asia,397538
Bosnia and Herzegovina,BIH,2022,12.657,4.226811011,Africa,3204802
Belarus,BLR,2022,3.574,-4.658395916,North America,9228071
Belize,BLZ,2022,8.763,9.652977724,North America,402733
Bolivia,BOL,2022,3.552,3.605680426,South America,12077154
Brazil,BRA,2022,9.231,3.016694354,South America,210306415
Barbados,BRB,2022,8.365,17.83286303,South America,282318
Brunei Darussalam,BRN,2022,5.191,-1.62833154,South America,455370
Bhutan,BTN,2022,5.947,5.213867838,Asia,780914
Botswana,BWA,2022,23.615,5.486017064,Africa,2439892
Central African Republic,CAF,2022,5.956,0.453901882,North America,5098039
Canada,CAN,2022,5.279,4.189036281,North America,38935934
Central Europe and the Baltics,CEB,2022,3.98390654,4.036664142,Other,100071871
Switzerland,CHE,2022,4.122,3.04406103,Europe,8777088
Channel Islands,CHI,2022,6.147,5.341961404,Europe,167215
Chile,CHL,2022,8.249,2.153993562,Europe,19553036
China,CHN,2022,4.98,3.134188872,Europe,1412175000
Cote d'Ivoire,CIV,2022,2.306,6.399883627,Africa,30395002
Cameroon,CMR,2022,3.653,3.736784006,Africa,27632771
"Congo, Dem. Rep.",COD,2022,4.522,8.924447851,South America,102396968
"Congo, Rep.",COG,2022,20.108,1.475356132,South America,6035104
Colombia,COL,2022,10.547,7.328277294,South America,51737944
Comoros,COM,2022,3.816,2.818395066,South America,834188
Cabo Verde,CPV,2022,12.246,15.84367568,Other,519741
Costa Rica,CRI,2022,11.325,4.55149178,North America,5081765
Caribbean small states,CSS,2022,8.388552353,15.01815716,Other,4497310
Cuba,CUB,2022,1.82,1.775048798,North America,11059820
Cyprus,CYP,2022,6.806,7.204867807,Asia,1331370
Czechia,CZE,2022,2.224,2.847170658,Europe,10672118
Germany,DEU,2022,3.12,1.369731046,Europe,83797985
Djibouti,DJI,2022,26.307,5.166537029,Africa,1137096
Denmark,DNK,2022,4.434,1.540173074,Other,5903037
Dominican Republic,DOM,2022,5.504,5.237956529,North America,11230734
Algeria,DZA,2022,12.346,3.600000001,Africa,45477389
East Asia & Pacific (excluding high income),EAP,2022,4.223298385,3.545375004,Other,2133560408
Early-demographic dividend,EAR,2022,5.714150891,5.960194603,Other,3470644834
East Asia & Pacific,EAS,2022,4.089531228,2.990471595,Other,2379648196
Europe & Central Asia (excluding high income),ECA,2022,7.815804015,3.105834461,South America,250840400
Europe & Central Asia,ECS,2022,5.859394448,3.30115667,South America,925061269
Ecuador,ECU,2022,3.761,5.868423549,South America,17823897
"Egypt, Arab Rep.",EGY,2022,7.344,6.587845609,Africa,112618250
Euro area,EMU,2022,6.749181605,3.543154143,Other,348700885
Eritrea,ERI,2022,5.695,,Africa,3409447
Spain,ESP,2022,12.917,6.1793122,Europe,47786102
Estonia,EST,2022,5.571,0.060430517,Europe,1348840
Ethiopia,ETH,2022,3.409,5.321759884,Africa,125384287
European Union,EUU,2022,6.144234647,3.492143847,Other,447703403
Fragile and conflict affected situations,FCS,2022,5.609176212,1.239995316,Other,1036390026
Finland,FIN,2022,6.719,0.763041913,Europe,5556106
Fiji,FJI,2022,4.446,19.79272669,Oceania,919422
France,FRA,2022,7.308,2.570840476,Europe,68065015
Gabon,GAB,2022,20.399,3.037614495,Africa,2430747
United Kingdom,GBR,2022,3.73,4.839085179,Europe,67604000
Georgia,GEO,2022,11.647,10.95853214,Asia,3712502
Ghana,GHA,2022,3.084,3.80484981,Africa,33149152
Guinea,GIN,2022,5.267,3.972407842,Europe,14055137
"Gambia, The",GMB,2022,6.076,5.492998255,Africa,2636470
Guinea-Bissau,GNB,2022,2.666,5.58513728,Africa,2105529
Equatorial Guinea,GNQ,2022,8.455,3.223508317,Africa,1803545
Greece,GRC,2022,12.426,5.743649025,Europe,10436882
Guatemala,GTM,2022,3.051,4.184518087,North America,17847877
Guam,GUM,2022,5.454,5.099864262,Oceania,165180
Guyana,GUY,2022,12.013,63.33463437,Oceania,821637
High income,HIC,2022,4.503011318,3.00327835,Other,1398530204
"Hong Kong SAR, China",HKG,2022,4.318,-3.683751417,Asia,7346100
Honduras,HND,2022,8.774,4.14356194,North America,10463872
Heavily indebted poor countries (HIPC),HPC,2022,4.446642037,4.992135935,Other,893906294
Croatia,HRV,2022,6.96,7.287936432,Europe,3855641
Haiti,HTI,2022,14.635,-1.681983969,North America,11503606
Hungary,HUN,2022,3.609,4.270347552,Europe,9605074
IBRD only,IBD,2022,5.601595187,3.735622516,Other,4928522353
IDA & IBRD total,IBT,2022,5.423946597,3.782779701,Other,6795050443
IDA total,IDA,2022,4.862195674,4.376904626,Asia,1866528090
IDA blend,IDB,2022,4.811322606,4.365410161,Asia,651895919
Indonesia,IDN,2022,3.462,5.307197227,Asia,278830529
IDA only,IDX,2022,4.890880348,4.388092702,Asia,1214632171
India,IND,2022,4.822,7.609364978,Asia,1425423212
Ireland,IRL,2022,4.501,8.619503456,Asia,5212836
"Iran, Islamic Rep.",IRN,2022,9.085,3.776631402,Asia,89524246
Iraq,IRQ,2022,15.511,7.95904805,Asia,44070551
Iceland,ISL,2022,3.789,8.978970852,Europe,382003
Israel,ISR,2022,3.695,6.263263438,Europe,9557500
Italy,ITA,2022,8.069,4.821176699,Europe,59013667
Jamaica,JAM,2022,4.083,5.221519852,Other,2839144
Jordan,JOR,2022,18.2,2.647435149,Asia,11256263
Japan,JPN,2022,2.6,0.941998775,Asia,125124989
Kazakhstan,KAZ,2022,4.86,3.2,Other,20034609
Kenya,KEN,2022,5.707,4.859981043,Africa,54252461
Kyrgyz Republic,KGZ,2022,4.043,8.9675052,Asia,6975220
Cambodia,KHM,2022,0.231,5.129901108,Asia,17201724
"Korea, Rep.",KOR,2022,2.857,2.612672192,Other,51672569
Kuwait,KWT,2022,2.174,6.758667047,Asia,4589643
Latin America & Caribbean (excluding high income),LAC,2022,6.863306501,3.85173953,Asia,585648822
Lao PDR,LAO,2022,1.209,2.707426526,Asia,7559007
Lebanon,LBN,2022,11.6,-0.621678971,Asia,5744489
Liberia,LBR,2022,2.977,4.808105173,Asia,5373294
Libya,LBY,2022,19.282,-8.251630041,Asia,7223805
St. Lucia,LCA,2022,15.934,20.38844318,North America,178781
Latin America & Caribbean,LCN,2022,6.91530044,3.968984133,North America,653104795
Least developed countries: UN classification,LDC,2022,5.088444568,4.773151155,Other,1134585604
Low income,LIC,2022,5.485768118,3.636677631,Europe,591481496
Sri Lanka,LKA,2022,4.528,-7.349193013,Asia,22181000
Lower middle income,LMC,2022,4.855303708,6.127844151,Other,3043358377
Low & middle income,LMY,2022,5.484555473,3.959051158,Other,6438272260
Lesotho,LSO,2022,16.688,2.387780202,Africa,2286110
Late-demographic dividend,LTE,2022,5.182734979,3.302867065,Europe,2324125644
Lithuania,LTU,2022,5.955,2.53752574,Europe,2831639
Luxembourg,LUX,2022,4.588,-1.095053512,Europe,653103
Latvia,LVA,2022,6.815,1.80677198,Europe,1879383
"Macao SAR, China",MAC,2022,2.482,-19.60934493,Africa,677300
Morocco,MAR,2022,9.494,1.52720358,Africa,37329064
Moldova,MDA,2022,0.897,-4.6,Europe,2528654
Madagascar,MDG,2022,3.186,4.156097784,Europe,30437261
Maldives,MDV,2022,4.419,13.82608953,Europe,524106
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2022,8.41864578,6.377450359,Europe,782349366
Mexico,MEX,2022,3.256,3.710988931,Europe,128613117
Middle income,MIC,2022,5.484459016,3.962784017,Other,5846790764
North Macedonia,MKD,2022,14.476,2.758884153,Europe,1831712
Mali,MLI,2022,2.387,3.50828279,Africa,23072640
Malta,MLT,2022,2.921,4.26931853,Africa,531113
Myanmar,MMR,2022,3.057,4.037493436,Asia,53756787
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2022,9.145784822,4.179182938,Asia,716508657
Montenegro,MNE,2022,14.851,6.406680329,Asia,623591
Mongolia,MNG,2022,6.211,5.032709637,Asia,3433748
Mozambique,MOZ,2022,3.596,4.364450744,Asia,32656246
Mauritania,MRT,2022,10.531,6.796005102,Africa,4875637
Mauritius,MUS,2022,6.322,8.693066753,Africa,1262523
Malawi,MWI,2022,5.037,0.921115069,Africa,20568728
Malaysia,MYS,2022,3.93,8.861821876,Asia,34695493
North America,NAC,2022,3.833031486,2.640006331,Africa,373018004
Namibia,NAM,2022,19.695,5.398724762,Africa,2889662
New Caledonia,NCL,2022,10.71,3.499999996,Oceania,287123
Niger,NER,2022,0.418,11.9,Africa,25311973
Nigeria,NGA,2022,3.821,3.251681408,Africa,223150896
Nicaragua,NIC,2022,4.961,3.550299456,North America,6730654
Netherlands,NLD,2022,3.526,5.007234552,Europe,17700982
Norway,NOR,2022,3.231,3.246228603,Europe,5457127
Nepal,NPL,2022,10.844,5.631314557,Asia,29715436
New Zealand,NZL,2022,3.297,3.496386865,Oceania,5117100
OECD members,OED,2022,4.986369265,3.053474768,Other,1379097485
Oman,OMN,2022,3.3,7.985707284,Asia,4730226
Other small states,OSS,2022,8.787774038,4.619974866,Other,12699005
Pakistan,PAK,2022,5.485,4.778106869,North America,243700667
Panama,PAN,2022,8.086,10.76966587,North America,4400773
Peru,PER,2022,3.85,2.809033553,South America,33475438
Philippines,PHL,2022,2.598,7.580982128,Asia,113964338
Papua New Guinea,PNG,2022,2.689,5.707584042,Oceania,10203169
Poland,POL,2022,2.811,5.255456974,Other,36821749
Pre-demographic dividend,PRE,2022,5.00203737,4.298579278,North America,1051201551
Puerto Rico (US),PRI,2022,6,2.957095655,North America,3220137
"Korea, Dem. People's Rep.",PRK,2022,2.805,,North America,26328845
Portugal,PRT,2022,6.011,6.985841781,North America,10434332
Paraguay,PRY,2022,6.755,0.176038366,North America,6760464
West Bank and Gaza,PSE,2022,24.42,4.082760273,Asia,5043612
Pacific island small states,PSS,2022,3.263764127,9.374962278,Asia,2656049
Post-demographic dividend,PST,2022,4.51609302,2.735376629,Asia,1117926537
French Polynesia,PYF,2022,11.888,4.4663797,South America,280378
Qatar,QAT,2022,0.13,4.18500971,Asia,2657333
Romania,ROU,2022,5.614,3.965307663,Europe,19048502
Russian Federation,RUS,2022,3.867,-1.435882139,Europe,144236933
Rwanda,RWA,2022,15.084,8.161207209,Africa,13651030
South Asia,SAS,2022,4.869393034,7.101153926,Asia,1648009565
Saudi Arabia,SAU,2022,5.589,12.00058748,Asia,32175224
Sudan,SDN,2022,7.53,-0.957816591,Africa,49383346
Senegal,SEN,2022,2.837,3.850431937,Europe,17651103
Singapore,SGP,2022,3.591,4.108000219,Asia,5637022
Solomon Islands,SLB,2022,1.483,2.402481436,Africa,781066
Sierra Leone,SLE,2022,3.175,5.313554614,Africa,8276807
El Salvador,SLV,2022,2.999,2.954615165,Africa,6280319
"Somalia, Fed. Rep.",SOM,2022,19.05,2.727114296,Africa,17801897
Serbia,SRB,2022,8.439,2.630986444,South America,6664449
Sub-Saharan Africa (excluding high income),SSA,2022,6.522162975,3.653276276,Africa,1103704408
South Sudan,SSD,2022,12.545,,Africa,11021177
Sub-Saharan Africa,SSF,2022,6.198018532,3.750658318,Africa,1229208573
Small states,SST,2022,8.040391117,7.679198061,Africa,19852364
Sao Tome and Principe,STP,2022,8.992,0.168698492,Africa,226305
Suriname,SUR,2022,8.16,2.406222356,Other,623164
Slovak Republic,SVK,2022,6.143,0.437359509,North America,5431752
Slovenia,SVN,2022,4.011,2.699238745,North America,2112076
Sweden,SWE,2022,7.392,1.4592885,Other,10486941
Eswatini,SWZ,2022,35.359,1.119590668,Other,1218917
Syrian Arab Republic,SYR,2022,13.268,0.732781302,Asia,22462173
Chad,TCD,2022,1.096,12.89661643,North America,18455316
East Asia & Pacific (IDA & IBRD countries),TEA,2022,4.245548757,3.545315885,Other,2107261123
Europe & Central Asia (IDA & IBRD countries),TEC,2022,5.685061062,1.947473937,Other,461268322
Togo,TGO,2022,1.965,5.759542515,Africa,9089738
Thailand,THA,2022,0.94,2.580378747,Asia,71735329
Tajikistan,TJK,2022,11.634,8.000000338,Asia,10182222
Turkmenistan,TKM,2022,4.109,6.199999936,Oceania,7230193
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,6.997690118,4.000251756,Asia,637837815
Timor-Leste,TLS,2022,1.537,-20.54158475,Asia,1369295
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2022,9.045014769,4.179896002,Asia,711465045
Tonga,TON,2022,2.302,-2.309864445,Oceania,105042
South Asia (IDA & IBRD),TSA,2022,4.869393034,7.101153926,Other,1648009565
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,6.198018532,3.750658318,Other,1229208573
Trinidad and Tobago,TTO,2022,4.383,1.08222234,North America,1365805
Tunisia,TUN,2022,15.3,2.673318218,Other,12119334
Turkiye,TUR,2022,10.465,5.533427875,Other,84979913
Tanzania,TZA,2022,2.588,4.566005764,Africa,64711821
Uganda,UGA,2022,2.886,4.588021922,Africa,47312719
Upper middle income,UMC,2022,6.039347635,3.425056159,Oceania,2803432387
Uruguay,URY,2022,7.877,4.486227031,Other,3390913
United States,USA,2022,3.65,2.51237532,North America,334017321
Uzbekistan,UZB,2022,4.49,6.001342322,Asia,34938955
St. Vincent and the Grenadines,VCT,2022,19.417,3.110833003,North America,102046
"Venezuela, RB",VEN,2022,5.707,,South America,28213017
Virgin Islands (U.S.),VIR,2022,13.007,-1.311232063,North America,105413
Viet Nam,VNM,2022,1.523,8.537500468,Asia,99680655
Vanuatu,VUT,2022,5.143,5.186228624,Oceania,313046
Samoa,WSM,2022,5.048,-5.3062909,Oceania,215261
"Yemen, Rep.",YEM,2022,17.363,,Asia,38222876
South Africa,ZAF,2022,33.268,1.91147996,Africa,62378410
Zambia,ZMB,2022,5.995,5.211223604,Africa,20152938
Zimbabwe,ZWE,2022,10.087,6.139176174,Africa,16069056
Africa Eastern and Southern,AFE,2023,7.806365422,1.891307387,Asia,750503764
Afghanistan,AFG,2023,13.991,2.266943736,Asia,41454761
Africa Western and Central,AFW,2023,3.277245466,3.357986995,Asia,509398589
Angola,AGO,2023,14.537,1.07809952,North America,36749906
Albania,ALB,2023,10.108,3.936616892,Europe,2745972
Arab World,ARB,2023,9.581397143,1.504355199,South America,482105978
United Arab Emirates,ARE,2023,2.151,3.618706531,South America,10483751
Argentina,ARG,2023,6.139,-1.611001621,South America,45538401
Armenia,ARM,2023,13.245,8.3,South America,2964300
Australia,AUS,2023,3.668,3.4419922,Oceania,26652777
Austria,AUT,2023,5.264,-0.954962529,Oceania,9131761
Azerbaijan,AZE,2023,5.636,1.354477318,Asia,10153958
Burundi,BDI,2023,0.921,2.665539604,Asia,13689450
Belgium,BEL,2023,5.528,1.201691782,Europe,11787423
Benin,BEN,2023,1.657,6.352777385,Europe,14111034
Burkina Faso,BFA,2023,5.348,2.960181474,Africa,23025776
Bangladesh,BGD,2023,4.454,5.77511237,Europe,171466990
Bulgaria,BGR,2023,4.319,1.886814839,Europe,6446596
Bahrain,BHR,2023,1.154,3.878116148,Asia,1577059
"Bahamas, The",BHS,2023,8.643,3.048774963,Asia,399440
Bosnia and Herzegovina,BIH,2023,10.668,1.994395203,Africa,3185073
Belarus,BLR,2023,3.461,4.126540072,North America,9178298
Belize,BLZ,2023,8.267,1.149016821,North America,411106
Bolivia,BOL,2023,3.024,3.08196521,South America,12244159
Brazil,BRA,2023,7.947,3.241655329,South America,211140729
Barbados,BRB,2023,7.878,4.09382011,South America,282336
Brunei Darussalam,BRN,2023,5.183,1.127644192,South America,458949
Bhutan,BTN,2023,3.126,4.882593963,Asia,786385
Botswana,BWA,2023,23.381,3.208068122,Africa,2480244
Central African Republic,CAF,2023,5.877,0.69996839,North America,5152421
Canada,CAN,2023,5.415,1.528745508,North America,40083484
Central Europe and the Baltics,CEB,2023,4.014051053,0.763278132,Other,100175859
Switzerland,CHE,2023,4.043,0.683328174,Europe,8888093
Channel Islands,CHI,2023,6.187,3.715005904,Europe,167691
Chile,CHL,2023,9.013,0.521367977,Europe,19658835
China,CHN,2023,4.67,5.414843301,Europe,1410710000
Cote d'Ivoire,CIV,2023,2.27,6.450457969,Africa,31165654
Cameroon,CMR,2023,3.613,3.248344978,Africa,28372687
"Congo, Dem. Rep.",COD,2023,4.484,8.609089723,South America,105789731
"Congo, Rep.",COG,2023,19.898,1.906864263,South America,6182885
Colombia,COL,2023,9.594,0.712380032,South America,52321152
Comoros,COM,2023,3.776,3.064662369,South America,850387
